frame,smoothed_conf_original,smoothed_conf_corrupted,confidence_ratio
152,0.5626023708607513,0.4056792244315147,0.7210762795237556
153,0.5671909804220754,0.4066249951720238,0.7169101928761872
154,0.5659613207057871,0.3969995766878128,0.7014606160589402
155,0.5701308933720746,0.3834712341427803,0.6726020964672093
156,0.5787827808910935,0.3777483686804771,0.6526599981065367
157,0.5865115556089694,0.3835983291268349,0.6540337107741183
158,0.5842868188654663,0.38548722565174104,0.6597568406561993
159,0.5873694492017509,0.3859469418724378,0.6570769766744744
160,0.5953376376853575,0.38071743647257483,0.6394983491263627
161,0.600920759064574,0.37665140082438786,0.6267904630399256
162,0.6009043111628483,0.35901562521855035,0.5974588941187596
163,0.5991281240409801,0.351395213107268,0.5865109631929626
164,0.6037489557904856,0.3473461675147215,0.5753155582024037
165,0.5949445244563478,0.35184797892967856,0.591396280604805
166,0.5787275634038371,0.350752151509126,0.6060747296122312
167,0.5684069212390618,0.362380634744962,0.6375373367287891
168,0.5610113289071755,0.36010642498731615,0.6418879734368057
169,0.5531926336003975,0.3622250164548556,0.6547900215108636
170,0.5423918814076619,0.3728323126832644,0.687385496471035
171,0.5395239152623849,0.38502747416496275,0.7136430161352785
172,0.5304881193014708,0.3957633304099242,0.746036180661411
173,0.5298235141425722,0.40217839156587915,0.7590799215786701
174,0.5313551054089659,0.4064882457256317,0.7650029925143403
175,0.5410668242000269,0.41010728403925895,0.7579605063489282
176,0.5511838335122424,0.4075879914065202,0.739477405948749
177,0.5527088263954478,0.4083657381435235,0.7388442497050864
178,0.5515293460911271,0.4119188139835993,0.746866539202321
179,0.5493727160817145,0.43165263632933293,0.7857191005188695
180,0.5460223992847304,0.42782907803853354,0.7835375958916231
181,0.5415624368327305,0.4378830072283745,0.808554983593925
182,0.5438719807295358,0.4382778812944889,0.8058475097514571
183,0.5423640004358379,0.43475563799341516,0.801593833005233
184,0.5393400839529126,0.43254341478149094,0.8019864045915313
185,0.5387581480769669,0.4452574915687243,0.8264515221867511
186,0.5371063252848077,0.46373895833889645,0.863402526665447
187,0.5349125756023378,0.4634109057982762,0.8663301760599903
188,0.5393036966222576,0.4905211980640888,0.9095454029636711
189,0.5445219791674123,0.4962579524020354,0.911364410231569
190,0.5545001879221563,0.5205490791300933,0.9387716910984542
191,0.5627821117075104,0.5338797254860401,0.9486437368562073
192,0.5693264472913562,0.5599188649157683,0.9834759435112391
193,0.5717829523912885,0.5826120690008005,1.0189392086004365
194,0.5699759875915268,0.6130007796982924,1.0754852713858523
195,0.5628709475380002,0.6017729283372562,1.0691134992299982
196,0.5608426150769898,0.5997371884683768,1.0693502461221633
197,0.5656607653155472,0.6254572210212549,1.105710806497868
198,0.5715339322343017,0.6198984044293563,1.0846222235764427
199,0.5732222709150026,0.610039858520031,1.0642291646244981
200,0.5784956939112057,0.599419586956501,1.0361694879763563
201,0.5732839018828941,0.5807121074199676,1.0129572895953929
202,0.5808389207449827,0.5683793972929319,0.978549089933453
203,0.5797508043592626,0.5521947076916695,0.9524690669501562
204,0.580866708538749,0.5308787238846222,0.9139424175644727
205,0.5927150969523372,0.5258469295750061,0.8871832897100844
206,0.6029653516652609,0.5192904427399239,0.8612276664086173
207,0.6088670593409827,0.49308935848375157,0.8098473236792526
208,0.6121455264001181,0.4852763731316442,0.792746744365574
209,0.615911934420918,0.4865343863162256,0.789941482094622
210,0.6137021853481278,0.48750872794716127,0.794373459287289
211,0.618844989271778,0.49460306976167934,0.7992357994910817
212,0.6079134201822859,0.48509282582927316,0.7979636733201508
213,0.6072849601868426,0.48755558146962097,0.8028448149277653
214,0.6050958999539866,0.4922520637654123,0.8135108233303923
215,0.5880146966635923,0.502366596474534,0.8543436062482325
216,0.5772175498278799,0.5084282917422908,0.8808261146839673
217,0.5663155153811553,0.5202302120767889,0.9186225663032577
218,0.5563910978456914,0.5194307936586084,0.9335713595523172
219,0.5462549864941147,0.5189526364703974,0.9500190374481615
220,0.538926478444865,0.5210061282416185,0.9667480613404676
221,0.5302357727932783,0.5153748767361754,0.9719730413909726
222,0.5269324402161292,0.5186435085322175,0.9842694602736703
223,0.5272516704715837,0.5216895924792404,0.9894508101086366
224,0.530748118625383,0.5250909310366426,0.9893411066564075
225,0.5322355149635392,0.5292343097712313,0.9943611331676853
226,0.5380622383359336,0.5345176799382483,0.9934123635796342
227,0.5456140964515883,0.5356048173989569,0.9816550211628935
228,0.5506497060793517,0.534713952825183,0.9710600894212186
229,0.5584741157647034,0.5386341702796165,0.964474726894154
230,0.5605954706029157,0.5405128374553863,0.9641762479351987
231,0.5612203927917613,0.5334672678652264,0.9505486164027674
232,0.5616047977490558,0.5279296577367044,0.9400376561109818
233,0.5542644126464923,0.5231639128568626,0.9438886944930641
234,0.5465226188692309,0.5146606514827601,0.9417005512921056
235,0.5449779561055558,0.504435027934729,0.9256062970683276
236,0.5371476106239217,0.49164049545687344,0.9152800566045716
237,0.527444572363581,0.4779691634551873,0.906197899266107
238,0.5264024202012784,0.47401658276480346,0.9004832891603265
239,0.5173750366062506,0.46748920471658784,0.9035789739356356
240,0.5127073961785024,0.46358753553222093,0.9041951393477069
241,0.5101404834082309,0.46402258451259326,0.9095976492837314
242,0.5073414698531811,0.4654929116238205,0.9175140202091678
243,0.5116685717344864,0.4606235445160715,0.9002381032601254
244,0.5145518620210614,0.4535932172441379,0.8815306108552604
245,0.5205544986391459,0.44919030639000274,0.8629073566058765
246,0.521295663919488,0.44904978377091426,0.8614109321275079
247,0.5170078991742251,0.45884652537571924,0.8875038971524375
248,0.5095022546550043,0.46113841649644816,0.9050763019855439
249,0.5145403186112596,0.45690620827855477,0.8879891269001837
250,0.5166788299510829,0.45643450705390987,0.8834008296742548
251,0.5194564963464436,0.4671287126794006,0.8992643579682102
252,0.5243043969846573,0.47791209782912575,0.9115164789341084
253,0.5261019670067465,0.4896631219135575,0.9307380557793624
254,0.537494738757435,0.5165016580947908,0.9609427234373019
255,0.5479237457048465,0.5375696708943262,0.9811030733898913
256,0.5536495297773556,0.5507063784080864,0.9946840894627822
257,0.5605016618020289,0.5508599788326146,0.9827981188522867
258,0.5602117755700956,0.5508333511671404,0.9832591444665523
259,0.5600217562334818,0.5600217562334819,1.0000000000000002
260,0.5577795216133008,0.5577795216133009,1.0000000000000002
261,0.5526136172864285,0.5526136172864284,0.9999999999999998
262,0.5466039082224851,0.5466039082224851,1.0
263,0.5467961994056161,0.5467961994056162,1.0000000000000002
264,0.5370006446286297,0.5370006446286296,0.9999999999999998
265,0.5230005707586065,0.5230005707586065,1.0
266,0.5196165967535922,0.5196165967535921,0.9999999999999998
267,0.5167379057458985,0.5167379057458985,1.0
268,0.5223217612083512,0.5223217612083512,1.0
269,0.5184463213609927,0.5184463213609927,1.0
270,0.5311403517805653,0.5311403517805653,1.0
271,0.5406466070836756,0.5406466070836757,1.0000000000000002
272,0.5575379612899962,0.5575379612899962,1.0
273,0.5531769967682305,0.5531769967682305,1.0
274,0.565431773325517,0.5654317733255171,1.0000000000000002
275,0.5785562031077487,0.5785562031077487,1.0
276,0.5904884638992094,0.5904884638992094,1.0
277,0.5970959392793121,0.5970959392793123,1.0000000000000002
278,0.5939730744501428,0.5939730744501428,1.0
279,0.590682936754255,0.5906829367542551,1.0000000000000002
280,0.5824847399230515,0.5824847399230514,0.9999999999999998
281,0.5715028527698347,0.5715028527698347,1.0
282,0.5522032789755908,0.5522032789755908,1.0
283,0.5517920435941409,0.5517920435941408,0.9999999999999998
284,0.5308681232458543,0.5308681232458542,0.9999999999999998
285,0.5187135703093002,0.5187135703093003,1.0000000000000002
286,0.5021364045864533,0.5021364045864533,1.0
287,0.4989690326378932,0.49896903263789316,0.9999999999999999
288,0.5000717133508316,0.5000717133508314,0.9999999999999998
289,0.5114104116826304,0.5114104116826302,0.9999999999999998
290,0.5164586529005615,0.5164586529005615,1.0
291,0.5322799288670695,0.5322799288670694,0.9999999999999998
292,0.5355328982181492,0.5355328982181493,1.0000000000000002
293,0.5474632777025302,0.5474632777025302,1.0
294,0.5517875622709593,0.5517875622709593,1.0
295,0.5725299607714017,0.5725299607714017,1.0
296,0.5855447200437387,0.5855447200437387,1.0
297,0.5851215454439322,0.5851215454439322,1.0
298,0.5929643369714419,0.5929643369714419,1.0
299,0.5979487001399199,0.59794870013992,1.0000000000000002
