frame,original_detections,avg_corrupted_confidence,corrupted_detections,weighted_confidence
141,10,0.48630320600100924,7,0.3404122442007065
142,8,0.499884694814682,10,0.6248558685183525
143,8,0.47466740012168884,8,0.47466740012168884
144,10,0.5830077181259791,6,0.34980463087558744
145,10,0.534493454865047,7,0.37414541840553284
146,9,0.526821364959081,6,0.35121424330605405
147,10,0.5037928931415081,8,0.4030343145132065
148,9,0.5242140851914883,8,0.46596807572576737
149,10,0.506391167640686,10,0.506391167640686
150,7,0.5244819782674313,8,0.5994079751627786
151,7,0.5088165789842606,10,0.7268808271203722
152,9,0.59604545434316,6,0.39736363622877335
153,8,0.5335838384926319,8,0.5335838384926319
154,9,0.6526321321725845,6,0.4350880881150564
155,8,0.4821454547345638,8,0.4821454547345638
156,8,0.5711282704557691,7,0.49973723664879793
157,8,0.6043201267719269,5,0.3777000792324543
158,7,0.5891490936279297,5,0.42082078116280686
159,9,0.5249965414404869,8,0.4666635923915439
160,8,0.5537373820940653,6,0.415303036570549
161,10,0.6800415277481079,5,0.3400207638740539
162,7,0.2913259267807007,1,0.0416179895401001
167,6,0.4302576184272766,4,0.2868384122848511
174,6,0.2577613592147827,1,0.04296022653579712
175,6,0.4588530361652374,1,0.07647550602753957
181,7,0.45276421308517456,2,0.1293612037386213
182,7,0.2978705018758774,2,0.0851058576788221
183,7,0.38230718672275543,2,0.10923062477793012
184,6,0.5243785381317139,1,0.08739642302195232
185,7,0.3336391746997833,1,0.04766273924282619
186,6,0.7924543023109436,1,0.13207571705182394
187,8,0.3472093045711517,2,0.08680232614278792
188,6,0.7686392068862915,1,0.12810653448104858
189,5,0.5418848842382431,2,0.21675395369529724
190,4,0.6838321089744568,1,0.1709580272436142
191,4,0.3072302043437958,2,0.1536151021718979
192,4,0.33956198394298553,2,0.16978099197149277
193,4,0.39640499154726666,3,0.29730374366045
194,4,0.43560245633125305,4,0.43560245633125305
195,4,0.29789701104164124,2,0.14894850552082062
196,4,0.30195608735084534,4,0.30195608735084534
198,6,0.3632621467113495,1,0.06054369111855825
204,5,0.3848295211791992,1,0.07696590423583985
205,4,0.4445127546787262,1,0.11112818866968155
206,5,0.5734509825706482,1,0.11469019651412964
208,3,0.2579285800457001,1,0.0859761933485667
210,2,0.4779138565063476,1,0.2389569282531738
211,2,0.533070981502533,2,0.533070981502533
212,3,0.39896778464317323,5,0.6649463077386221
213,3,0.4944816008210182,4,0.6593088010946909
214,2,0.546842356522878,3,0.820263534784317
215,2,0.5146592855453491,3,0.7719889283180237
216,2,0.5244539901614189,4,1.0489079803228378
217,2,0.5363989671071371,3,0.8045984506607056
218,2,0.5235729416211446,3,0.7853594124317169
219,3,0.5610477129618326,3,0.5610477129618326
220,3,0.4893036385377248,3,0.48930363853772474
221,3,0.4231380025545756,3,0.4231380025545757
222,3,0.5304282009601593,3,0.5304282009601593
223,3,0.3310938427845637,6,0.6621876855691274
224,5,0.8640486598014832,1,0.17280973196029664
225,4,0.4451688304543495,4,0.4451688304543495
226,5,0.46815188229084015,6,0.5617822587490082
227,4,0.48691404291561674,7,0.8520995751023293
228,4,0.5453775763511658,5,0.6817219704389572
229,4,0.5119870007038116,9,1.1519707515835762
230,6,0.5559454986027309,7,0.648603081703186
231,6,0.5785180280605952,6,0.5785180280605952
232,5,0.5210325462477547,7,0.7294455647468566
233,5,0.5653048654397329,6,0.6783658385276794
234,5,0.6037398874759674,5,0.6037398874759674
235,5,0.6257611711819967,6,0.7509134054183961
236,8,0.5779412488142649,6,0.4334559366106987
237,7,0.611752857764562,6,0.5243595923696246
238,6,0.5905153006315231,6,0.5905153006315231
239,7,0.5582661926746368,7,0.5582661926746368
240,9,0.5402448390211377,7,0.42019043034977377
241,7,0.5190494230815342,7,0.5190494230815342
242,6,0.4665259165423257,7,0.5442802359660467
243,7,0.4563108725207193,7,0.45631087252071934
244,6,0.5236992061138153,5,0.436416005094846
245,5,0.4844319820404053,5,0.4844319820404053
246,6,0.7180330355962118,3,0.3590165177981059
247,6,0.6643153578042984,4,0.4428769052028656
248,6,0.644535223642985,3,0.3222676118214925
249,6,0.6436742916703224,4,0.4291161944468816
250,7,0.6644039750099182,4,0.37965941429138184
251,7,0.5775586515665054,6,0.49505027277129043
252,7,0.609258659183979,4,0.348147805247988
253,7,0.5035463750362397,5,0.35967598216874264
254,7,0.6284653693437576,4,0.3591230681964329
255,5,0.5176463782787323,5,0.5176463782787323
256,5,0.48421913757920265,8,0.7747506201267242
257,3,0.5505273282527924,5,0.9175455470879873
258,4,0.4246243791920798,7,0.7430926635861397
259,3,0.48539792994658154,6,0.9707958598931632
260,4,0.48475730419158936,5,0.6059466302394867
261,4,0.47550961971282957,5,0.594387024641037
262,6,0.4399238646030426,5,0.3666032205025355
263,4,0.5119136333465576,5,0.639892041683197
264,5,0.46438610057036084,6,0.557263320684433
265,4,0.43751115458352224,7,0.7656445205211639
266,5,0.495180960212435,7,0.693253344297409
267,8,0.5009430299202601,6,0.3757072724401951
268,5,0.4315398633480072,8,0.6904637813568115
269,7,0.4910985827445984,6,0.42094164235251297
270,6,0.47831975136484417,7,0.5580397099256516
271,5,0.5059007576533726,7,0.7082610607147217
272,5,0.5452363959380558,7,0.7633309543132782
273,5,0.544342577457428,7,0.7620796084403992
274,5,0.541940247019132,6,0.6503282964229584
275,6,0.4909150302410126,7,0.5727342019478481
276,7,0.44775972196034025,7,0.44775972196034025
277,7,0.38618523875872296,9,0.49652387840407236
278,6,0.39122556447982787,10,0.6520426074663798
279,8,0.411114407910241,9,0.46250370889902115
280,6,0.4435677342116833,8,0.5914236456155777
281,7,0.42759064212441444,8,0.4886750195707594
282,7,0.4272846281528473,6,0.3662439669881548
283,7,0.41498095989227296,5,0.29641497135162354
284,7,0.5256046056747437,4,0.30034548895699636
285,6,0.3976287953555584,8,0.5301717271407446
286,7,0.46873459219932556,6,0.40177250759942185
287,7,0.4249536693096161,6,0.3642460022653852
288,9,0.437179297208786,5,0.24287738733821446
