frame,original_detections,avg_corrupted_confidence,corrupted_detections,weighted_confidence
10,1,0.5303103923797607,1,0.5303103923797607
14,1,0.534590482711792,1,0.534590482711792
17,1,0.5228692293167114,1,0.5228692293167114
19,1,0.5212935209274292,1,0.5212935209274292
66,1,0.9177796244621276,1,0.9177796244621276
85,1,0.7956064939498901,1,0.7956064939498901
134,1,0.5278595685958862,1,0.5278595685958862
143,1,0.5394268035888672,1,0.5394268035888672
144,1,0.6285222768783569,1,0.6285222768783569
145,1,0.5391719341278076,1,0.5391719341278076
148,1,0.5386073589324951,1,0.5386073589324951
149,1,0.6142867207527161,1,0.6142867207527161
157,1,0.5776832103729248,1,0.5776832103729248
158,1,0.5273281335830688,1,0.5273281335830688
159,2,0.7472375333309174,2,0.7472375333309174
160,1,0.5926377773284912,1,0.5926377773284912
161,1,0.7960678935050964,1,0.7960678935050964
162,1,0.7508584260940552,1,0.7508584260940552
163,1,0.5236651301383972,1,0.5236651301383972
165,1,0.5308618545532227,1,0.5308618545532227
218,1,0.5791804790496826,1,0.5791804790496826
222,1,0.6799534559249878,1,0.6799534559249878
225,1,0.5061260461807251,1,0.5061260461807251
227,1,0.8242173790931702,1,0.8242173790931702
228,1,0.8270930051803589,1,0.8270930051803589
229,1,0.8775862455368042,1,0.8775862455368042
230,1,0.7888332605361938,1,0.7888332605361938
231,1,0.8461184501647949,1,0.8461184501647949
232,1,0.825633704662323,1,0.825633704662323
234,1,0.8685563802719116,1,0.8685563802719116
235,1,0.7700504660606384,1,0.7700504660606384
238,1,0.5956993103027344,1,0.5956993103027344
240,1,0.8660761713981628,1,0.8660761713981628
241,1,0.8307190537452698,1,0.8307190537452698
242,1,0.8444317579269409,1,0.8444317579269409
243,1,0.8987801671028137,1,0.8987801671028137
244,1,0.9273884296417236,1,0.9273884296417236
245,1,0.8471816778182983,1,0.8471816778182983
246,1,0.8365898728370667,1,0.8365898728370667
247,1,0.8770840764045715,1,0.8770840764045715
248,1,0.8565551042556763,1,0.8565551042556763
249,1,0.8862774968147278,1,0.8862774968147278
250,1,0.8610342144966125,1,0.8610342144966125
251,1,0.8373244404792786,1,0.8373244404792786
252,1,0.5516244769096375,1,0.5516244769096375
