frame,original_detections,avg_corrupted_confidence,corrupted_detections,weighted_confidence
281,7,0.5844530264536539,3,0.25047986848013737
282,7,0.6032252311706543,3,0.2585250990731376
283,7,0.5279273092746735,4,0.30167274815695627
284,7,0.5133948226769766,3,0.22002635257584713
285,6,0.5532705386479696,3,0.2766352693239848
286,7,0.46162012219429016,4,0.2637829269681658
287,7,0.5987159758806229,2,0.17106170739446366
288,9,0.5161587595939636,3,0.17205291986465454
289,10,0.5961349308490753,2,0.11922698616981506
290,9,0.611794243256251,3,0.20393141441875035
291,8,0.6464382112026215,2,0.16160955280065536
292,8,0.5448940594991049,3,0.2043352723121643
293,6,0.49632324278354645,4,0.33088216185569763
294,5,0.48682036250829697,4,0.38945629000663756
295,4,0.4004713793595632,6,0.6007070690393448
296,8,0.4219290241599083,4,0.21096451207995415
297,6,0.4568854868412018,5,0.3807379057010015
298,6,0.5017635722955068,3,0.2508817861477534
