frame,confidence,smoothed_conf
0,0.575063169002533,0.575063169002533
1,0.5458958279341459,0.5604794984683394
2,0.5190951789126677,0.5466847252831155
3,0.5867066423098246,0.5566902045397928
4,0.5723411579926808,0.5598203952303704
5,0.5593517124652863,0.5597422814361898
6,0.5818505057921777,0.5629005992013308
7,0.5582198521920613,0.5623155058251721
8,0.58028401860169,0.5643120072447853
9,0.5763486708913531,0.565515673609442
10,0.5744796480451312,0.5654573215137019
11,0.5740959282432284,0.5682773315446101
12,0.5879597778503711,0.5751637914383804
13,0.6275217806299528,0.5792453052703933
14,0.5960862785577774,0.5816198173269029
15,0.5814522642355698,0.5838298725039313
16,0.5824329278298787,0.5838881147077014
17,0.5708986997604371,0.5851559994645389
18,0.5765283448355538,0.5847804320879253
19,0.5845212798852187,0.5855976929873119
20,0.5897099925921514,0.5871207274420139
21,0.6106936725286337,0.5907805018705544
22,0.6103247037300696,0.5930169944585243
23,0.5992524027824402,0.590190056673773
24,0.5936173319816589,0.5899431620161611
25,0.586440239350001,0.5904419595276043
26,0.5595797374844551,0.5881566404930619
27,0.5639141062895457,0.5874581811459728
28,0.5788216968377431,0.5876875163461918
29,0.5416979737141553,0.5834051857290854
30,0.595909480537687,0.584025134523639
31,0.5729785538636721,0.5802536226571429
32,0.5512939180646624,0.574350544090602
33,0.5059191087881724,0.5650172146911754
34,0.5468427745195535,0.5603397589449648
35,0.5902298192183176,0.5607187169317964
36,0.5696089680378253,0.5617216399871335
37,0.598268819351991,0.565157111293378
38,0.6226989708163522,0.569544838691239
39,0.5632017827950991,0.5716952195993332
40,0.5688283915321032,0.5689871106987748
41,0.5305799154134897,0.5647472468537567
42,0.5233110762559451,0.561948962672885
43,0.4959861806460789,0.5609556698586756
44,0.4931183617848616,0.5555832285852065
45,0.5046760141849518,0.5470278480818698
46,0.535482121365411,0.5436151634146283
47,0.5059074573218822,0.5343790272116176
48,0.5285012147256306,0.5249592516025453
49,0.5305552706122398,0.5216946003842594
50,0.4803629687854222,0.5128480581095913
51,0.5002329120269189,0.5098133577709342
52,0.532428578896956,0.5107251080350353
53,0.4943502912154564,0.510561519091973
54,0.5226019873068883,0.5135098816441757
55,0.5348580433772161,0.5165280845634022
56,0.57494317130609,0.52047418955747
57,0.5147948471399454,0.5213629285392763
58,0.5790709108114243,0.5264198981478557
59,0.5610195723446932,0.529466328321101
60,0.6440537631511688,0.5458354077576757
61,0.5756259973232563,0.5533747162873095
62,0.5664095695202167,0.5567728153496355
63,0.597680076956749,0.5671057939237648
64,0.5844522948775973,0.5732908246808357
65,0.6706393212080002,0.5868689524639141
66,0.6175285096351917,0.5911274862968243
67,0.6134856914480528,0.600996570727635
68,0.6380776979706504,0.6068972494435576
69,0.6252801051506629,0.6133233027241547
70,0.662963755428791,0.6152143019519168
71,0.5876544713973999,0.6164171493593311
72,0.5748232205708822,0.6172585144643977
73,0.5968540332147053,0.6171759100901933
74,0.5839373787244161,0.6171244184748753
75,0.6577721163630486,0.6158376979903801
76,0.6104805991053581,0.6151329069373966
77,0.6512042852965269,0.6189047663222442
78,0.5445395708084106,0.6095509536060202
79,0.5851844182381263,0.6055413849147665
80,0.542079238096873,0.5934529331815747
81,0.6064343973994255,0.5953309257817773
82,0.6367115914821625,0.6015197628729053
83,0.6488885939121246,0.6067232189426472
84,0.6592514395713807,0.6142546250273436
85,0.7155797630548477,0.6200353896965236
86,0.7200728058815002,0.6309946103741378
87,0.7686242546354022,0.6427366073080253
88,0.6424114257097244,0.6525237927981566
89,0.6930491560035281,0.6633102665746968
90,0.7408211268484592,0.6831844554498555
91,0.6824275486999087,0.6907837705799038
92,0.6059844412586906,0.6877110555575566
93,0.6588536103566488,0.6887075572020092
94,0.6123044602572918,0.6840128592706002
95,0.5565705895423889,0.6681119419193543
96,0.6477116677496169,0.660875828106166
97,0.567783537236127,0.6407917563662384
98,0.5566107158859571,0.6322116853838617
99,0.5500344313108004,0.617910212914589
100,0.5405784501479223,0.5978859452445353
101,0.5767812891439958,0.5873213192889439
102,0.5314403543105493,0.5798669105941299
103,0.5790825809041659,0.5718898076488814
104,0.6010687269947745,0.5707662343226299
105,0.594127414127191,0.57452191678111
106,0.5516674610284659,0.5649174961089949
107,0.5769824162125587,0.565837384006638
108,0.5586018512646357,0.5660364975445059
109,0.5263103793064753,0.5636640923440734
110,0.5189452568689982,0.561500773016181
111,0.5456970090215857,0.55839234500394
112,0.49233842166987335,0.5544821517398724
113,0.5603351145982742,0.5526074051092833
114,0.5139345553788272,0.5438939879476885
115,0.5042434275150299,0.5349055892864725
116,0.6024673879146576,0.5399855819750916
117,0.5704114649977002,0.5393284868536058
118,0.5610718925793966,0.5395754909850818
119,0.5626349449157715,0.5432079475460114
